0.011364,1
0.051989,0.66667
0.036605,0.75
0.02098,0.91667
0.036364,1
0.028847,0.91667
5.8406e-07,0.91667
0.009616,0.91667
0.015626,0.91667
0.009616,0.83333
5.953e-07,1
0.009616,0.91667
0.032343,0.91667
0.04021,1
5.9689e-07,0.83333
6.01e-07,1
0.041959,1
0.009616,0.91667
0.019231,0.83333
0.055595,1
0.011364,0.91667
0.030595,0.91667
0.009616,1
0.051574,1
0.019231,1
0.051574,1
5.7874e-07,0.91667
5.9819e-07,0.91667
0.009616,0.91667
0.062938,0.83333
0.0096159,0.91667
0.019231,0.91667
0.04622,0.91667
0.061605,0.83333
0.030595,0.83333
0.019231,0.91667
0.034091,1
0.028847,0.91667
0.080595,0.83333
0.02098,0.91667
0.011364,0.91667
0.030595,0.91667
0.059091,0.91667
0.009616,0.91667
0.009616,1
0.028847,0.91667
0.009616,0.91667
0.009616,0.91667
0.019231,1
0.02098,0.91667
0.011364,0.91667
0.030595,0.83333
0.041959,1
0.019231,0.83333
0.045455,0.91667
0.011364,1
6.0176e-07,1
0.02098,0.91667
0.011364,0.91667
5.9842e-07,0.91667
0.030595,1
0.009616,0.58333
0.019231,0.91667
0.030595,1
0.009616,0.91667
0.041959,0.91667
0.009616,0.83333
0.030595,1
0.02098,0.91667
0.055595,0.83333
0.057343,0.66667
0.009616,0.91667
0.055595,0.91667
0.02098,0.91667
5.9119e-07,0.83333
0.028847,0.83333
0.009616,0.91667
0.069472,1
0.009616,0.75
0.02098,0.91667
6.0166e-07,0.91667
0.061605,0.83333
0.009616,1
5.9803e-07,1
0.009616,0.91667
0.009616,0.91667
0.034856,0.83333
6.0813e-07,1
0.011364,0.91667
0.019231,1
0.009616,0.83333
6.1189e-07,1
0.011364,0.91667
0.011364,1
0.04622,1
0.019231,1
6.0228e-07,1
0.019231,0.91667
0.019231,0.83333
0.02098,0.83333
0.009616,0.91667
0.009616,1
0.0096159,0.91667
0.011364,0.91667
6.0061e-07,0.91667
0.032343,0.91667
5.948e-07,0.83333
5.975e-07,0.91667
5.9476e-07,0.83333
0.051989,0.66667
0.041959,0.83333
0.009616,1
0.066959,0.91667
6.1745e-07,0.91667
0.04598,0.83333
0.009616,0.91667
5.9502e-07,0.91667
0.009616,0.83333
5.8602e-07,0.91667
5.9983e-07,1
0.011364,1
0.019231,0.83333
0.0096159,0.91667
0.02098,1
0.034616,0.83333
0.030595,1
0.009616,0.83333
0.009616,1
5.9141e-07,1
0.041959,0.91667
0.034856,1
0.009616,0.91667
0.009616,0.91667
0.028847,0.83333
0.009616,0.91667
0.009616,0.91667
6.0067e-07,1
0.041959,0.83333
0.02098,0.91667
0.02098,1
0.022728,1
0.034856,0.83333
0.009616,0.91667
0.009616,0.91667
0.009616,0.91667
0.030595,0.91667
5.9012e-07,0.83333
5.9704e-07,1
0.009616,1
0.026989,0.91667
0.056251,0.91667
0.011364,0.91667
0.019231,0.83333
0.030595,1
0.04021,1
0.019231,0.91667
0.011364,1
0.077229,1
0.030595,0.91667
0.009616,0.91667
0.057584,0.83333
0.057584,1
0.009616,0.91667
0.011364,1
6.0005e-07,0.91667
0.032343,0.83333
0.041959,1
5.9356e-07,1
5.9688e-07,1
0.034091,1
0.009616,0.91667
0.043707,0.75
0.030595,1
0.041959,0.91667
0.0096159,0.91667
5.8925e-07,1
0.02098,0.91667
0.025001,1
0.02098,0.83333
0.011364,1
0.015626,0.91667
0.13282,0.58333
5.8524e-07,0.83333
0.02098,1
5.9166e-07,1
0.011364,0.83333
0.009616,0.91667
0.009616,1
0.011364,1
0.032343,0.91667
0.057584,1
0.02098,1
5.9408e-07,1
0.080595,0.91667
5.8823e-07,0.83333
0.030595,0.91667
0.011364,1
5.9591e-07,0.83333
5.8465e-07,0.91667
5.9713e-07,1
5.967e-07,1
0.028847,0.91667
0.04021,0.83333
0.032343,1
0.050241,0.91667
0.08007,0.91667
5.8218e-07,0.83333
5.991e-07,0.91667
0.036605,1
0.015626,0.91667
0.059856,1
6.0191e-07,1
0.019231,1
0.019231,0.83333
0.009616,0.83333
0.032343,1
0.02098,1
0.076989,0.66667
0.030595,0.91667
6.2262e-07,1
6.0167e-07,1
0.02098,0.75
0.04021,0.83333
6.0401e-07,1
0.044231,0.91667
0.044231,0.91667
0.009616,0.91667
5.9936e-07,0.91667
0.009616,0.91667
0.051989,0.66667
0.022728,1
0.009616,1
0.02098,1
0.036605,0.91667
0.019231,0.91667
0.009616,0.91667
0.036364,0.91667
0.069231,0.83333
0.009616,0.83333
0.011364,0.91667
6.0034e-07,1
0.019231,0.91667
0.034856,0.91667
0.022728,1
0.019231,0.91667
0.019231,0.83333
0.009616,0.91667
0.019231,0.91667
0.019231,0.91667
0.009616,0.91667
0.02098,1
0.009616,1
0.030595,0.91667
0.030595,0.91667
0.0096159,0.91667
0.009616,0.91667
5.9306e-07,1
0.019231,1
0.02098,1
0.009616,0.91667
5.967e-07,1
0.036364,0.83333
0.026989,1
5.9729e-07,1
0.047968,0.83333
0.02098,0.83333
5.793e-07,1
6.1377e-07,1
0.022728,0.91667
5.9497e-07,0.91667
0.02098,0.83333
0.009616,0.91667
0.040626,0.91667
0.04021,0.83333
0.009616,0.91667
0.055595,0.91667
0.040626,0.91667
0.026989,0.83333
0.009616,0.75
0.030595,1
0.051495,0.91667
0.034616,1
5.9595e-07,0.91667
0.01087,0.875
0.025001,1
5.8957e-07,0.91667
0.01087,0.91667
0.030101,1
0.009616,0.91667
0.019231,0.875
5.7605e-07,1
0.009616,1
0.020486,0.83333
0.031355,0.875
5.8023e-07,1
5.8824e-07,1
0.034616,0.91667
0.020486,0.875
0.01087,0.91667
6.3116e-07,0.875
0.04097,0.875
0.031355,0.91667
5.8023e-07,1
5.8341e-07,0.66667
0.025001,1
0.020486,0.875
0.01087,1
0.01087,0.875
0.025001,1
0.01087,1
6.1335e-07,0.875
0.019231,0.875
0.08309,1
0.01087,0.75
5.8866e-07,1
0.01087,0.875
0.009616,0.91667
0.020486,1
0.030101,0.83333
0.009616,1
0.025001,0.875
0.020486,0.875
0.01087,0.79167
0.015626,0.875
6.0122e-07,0.875
0.020486,0.875
5.8023e-07,1
6.3232e-07,1
6.1619e-07,1
0.030101,0.875
0.01087,0.91667
0.01087,0.875
0.009616,1
6.4487e-07,1
0.031355,1
0.009616,1
6.1219e-07,1
0.020486,0.875
0.01087,0.91667
6.763e-07,0.91667
0.025001,1
0.01087,0.875
0.01087,0.91667
0.019231,0.875
0.03587,1
0.02174,0.875
0.01087,0.91667
0.030101,1
0.009616,0.875
0.02174,0.875
0.009616,0.91667
5.9057e-07,0.91667
0.03587,0.91667
0.020486,0.875
0.01087,0.91667
0.01087,1
0.034616,1
0.020486,0.875
0.02174,0.79167
0.009616,1
0.02174,0.70833
0.009616,0.91667
0.01087,0.79167
0.031355,1
0.03587,1
0.034616,1
0.01087,0.875
6.0279e-07,0.875
0.034616,1
5.8393e-07,0.91667
0.02174,0.875
0.009616,0.875
5.9581e-07,0.91667
0.0096159,1
0.01087,0.91667
5.8475e-07,1
5.9681e-07,1
0.031355,1
0.01087,1
5.9444e-07,0.91667
0.009616,0.70833
0.019231,1
0.030101,0.91667
0.01087,1
0.020486,0.91667
0.009616,0.91667
0.02174,1
0.009616,0.875
0.009616,0.91667
0.01087,0.91667
0.01087,1
5.9034e-07,1
0.009616,0.91667
0.020486,0.875
0.01087,1
5.9378e-07,1
0.01087,0.79167
0.020486,0.875
0.01087,1
0.009616,0.875
0.009616,0.875
0.020486,0.875
5.818e-07,0.91667
0.009616,1
0.025241,1
0.031355,0.91667
0.04097,0.875
5.9033e-07,0.875
6.0378e-07,0.875
0.034616,1
5.9663e-07,0.91667
5.8958e-07,0.75
0.034616,0.83333
0.020486,1
0.037365,0.875
0.01087,1
5.9382e-07,1
6.0836e-07,1
0.01087,0.875
0.01087,1
6.0128e-07,1
0.009616,0.875
0.020486,0.91667
5.9718e-07,1
0.020486,1
0.009616,0.875
5.8747e-07,1
0.009616,0.91667
0.03587,0.91667
0.009616,0.875
5.8496e-07,0.91667
0.009616,0.875
0.020486,0.79167
0.031355,0.875
0.009616,1
5.8679e-07,1
5.946e-07,0.91667
0.031355,0.875
0.01087,0.875
0.01087,1
5.9096e-07,1
0.030101,0.875
0.020485,1
5.8583e-07,1
5.9374e-07,1
0.054348,0.875
0.030101,1
0.009616,1
0.019231,1
0.01087,0.875
0.009616,1
0.020486,1
0.031355,1
0.06271,0.83333
5.7609e-07,1
5.8842e-07,0.875
0.025001,1
6.5477e-07,1
0.01087,0.91667
0.020486,1
0.040626,0.79167
0.020486,0.875
0.020486,0.875
5.853e-07,1
0.037365,0.875
0.031355,0.875
5.9595e-07,0.91667
0.009616,0.79167
6.0785e-07,0.79167
0.039716,1
0.01087,1
0.01087,1
0.025001,1
0.009616,0.875
0.01087,0.875
0.009616,1
0.020485,0.83333
0.009616,0.875
0.020486,1
5.9285e-07,1
5.9061e-07,0.79167
0.020486,1
5.8399e-07,1
0.01087,0.875
0.034856,0.875
0.01087,0.875
5.855e-07,1
5.8472e-07,0.875
0.025001,1
0.019231,0.79167
5.8128e-07,1
0.026495,1
0.045485,0.91667
0.020486,0.875
5.8446e-07,1
6.5582e-07,1
0.01087,1
0.050586,1
0.01087,0.875
0.019231,1
0.020486,0.875
0.01087,0.83333
0.030101,1
0.020486,1
6.0064e-07,0.79167
0.009616,1
5.7745e-07,0.875
6.3336e-07,1
0.065866,0.875
0.031355,0.875
0.01087,0.91667
0.020486,0.875
0.015626,1
0.020486,0.875
5.8023e-07,1
0.009616,1
0.03587,1
0.034616,0.91667
0.020486,0.875
6.0391e-07,1
0.025001,1
0.05184,0.875
0.01087,1
0.01087,0.875
0.009616,1
0.031355,0.875
0.020486,1
0.019231,1
0.009616,1
0.020486,0.875
5.7616e-07,1
5.8472e-07,0.875
0.01087,0.91667
0.030101,0.875
0.020486,0.91667
0.01087,1
0.009616,0.91667
0.009616,0.79167
5.8457e-07,0.91667
6.8052e-07,1
0.040626,1
0.030101,0.875
5.7605e-07,1
0.01087,0.875
0.02174,0.875
0.020486,0.875
0.01087,0.79167
5.9864e-07,1
0.020486,0.875
0.01087,1
0.01087,0.91667
0.01087,1
0.025001,0.875
0.026495,0.875
0.009616,1
5.8945e-07,1
0.025001,1
6.4308e-07,0.875
0.009616,1
5.8985e-07,0.875
6.2276e-07,0.70833
0.02098,0.70833
0.038353,0.625
0.02098,0.625
0.022728,0.625
0.015626,0.625
0.022728,0.625
5.9699e-07,0.79167
0.034091,0.75
6.5206e-07,0.83333
0.038353,0.75
5.888e-07,0.79167
0.011364,0.70833
0.011364,0.83333
0.022728,0.83333
0.022728,0.75
0.049716,0.70833
6.3025e-07,0.625
0.030595,0.83333
5.9942e-07,0.79167
0.015626,0.625
0.02098,0.83333
0.045455,0.75
6.484e-07,0.83333
0.011364,0.70833
0.02098,0.83333
6.2786e-07,0.75
6.025e-07,0.79167
0.022728,0.75
0.022728,0.83333
0.041959,0.70833
0.068947,0.625
6.9985e-07,0.83333
0.02098,0.83333
0.009616,0.70833
6.8736e-07,0.70833
0.045455,0.75
0.026989,0.70833
0.022728,0.75
5.993e-07,0.79167
0.011364,0.83333
0.02098,0.83333
0.022728,0.83333
6.3596e-07,0.70833
0.043707,0.75
0.032343,0.83333
0.022728,0.625
6.036e-07,0.83333
0.02098,0.75
0.043707,0.83333
0.022728,0.70833
6.2097e-07,0.83333
0.022728,0.83333
6.5243e-07,0.70833
0.043707,0.83333
6.918e-07,0.75
0.05507,0.75
6.8121e-07,0.83333
0.047968,0.625
5.8897e-07,0.79167
0.009616,0.70833
0.02098,0.83333
0.026989,0.75
6.0095e-07,0.79167
0.043707,0.83333
0.038353,0.70833
0.05507,0.75
5.9894e-07,0.79167
0.02098,0.70833
6.9757e-07,0.83333
0.02098,0.625
6.2819e-07,0.83333
0.02098,0.83333
0.02098,0.83333
0.022728,0.70833
0.022728,0.79167
0.011364,0.70833
0.036605,0.70833
6.2194e-07,0.83333
6.7996e-07,0.83333
0.011364,0.625
0.032343,0.83333
0.022728,0.625
6.0559e-07,0.70833
0.090582,0.83333
0.02098,0.70833
0.034091,0.75
0.011364,0.83333
0.032343,0.91667
0.032343,0.83333
0.02098,0.75
5.9548e-07,0.79167
0.036605,0.75
0.009616,0.70833
0.066434,0.75
5.9902e-07,0.79167
0.034092,0.83333
0.043707,0.83333
6.3665e-07,0.625
6.4952e-07,0.79167
0.047968,0.75
0.022728,0.83333
0.069603,0.625
0.032343,0.75
0.011364,0.75
0.015626,0.70833
6.485e-07,0.625
0.022728,0.75
0.011364,0.625
0.02098,0.83333
0.022728,0.70833
6.0048e-07,0.79167
0.072444,0.75
0.047968,0.70833
0.045455,0.625
5.9945e-07,0.79167
6.2276e-07,0.70833
0.015626,0.70833
0.011364,0.75
0.076989,0.75
0.011364,0.75
0.022728,0.83333
0.022728,0.70833
5.984e-07,0.91667
0.068947,0.75
0.043707,0.83333
0.045455,0.75
6.0382e-07,0.91667
0.043707,0.66667
7.1772e-07,0.83333
0.011364,0.70833
5.971e-07,0.79167
0.032343,0.79167
0.034092,0.54167
0.022728,0.70833
6.3866e-07,0.625
0.011364,0.83333
0.045455,0.75
0.022728,0.83333
0.043707,0.70833
0.022728,0.83333
6.8781e-07,0.83333
0.011364,0.625
5.9601e-07,0.79167
6.2276e-07,0.70833
6.482e-07,0.625
0.022728,0.75
6.0792e-07,0.70833
0.084332,0.625
0.011364,0.83333
0.011364,0.70833
6.2113e-07,0.91667
0.043707,0.75
0.032343,0.70833
0.022728,0.625
0.011364,0.83333
0.022728,0.625
0.011364,0.83333
0.022728,0.83333
0.032343,0.70833
0.02098,0.83333
0.032343,0.83333
0.043707,0.625
6.0048e-07,0.79167
0.011364,0.70833
6.3796e-07,0.70833
0.034091,0.54167
0.011364,0.79167
0.059332,0.625
0.011364,0.79167
0.038353,0.625
0.045455,0.70833
0.022728,0.83333
0.02098,0.83333
0.022728,0.75
5.9943e-07,0.79167
6.2276e-07,0.70833
0.022728,0.83333
0.05507,0.75
0.011364,0.91667
0.036605,0.75
0.02098,0.83333
0.019231,0.70833
5.885e-07,0.79167
0.034091,0.91667
0.011364,0.83333
6.1894e-07,0.83333
6.5131e-07,0.70833
0.043707,0.75
0.026989,0.70833
0.011364,0.625
0.056819,0.75
0.02098,0.83333
0.022728,0.83333
6.2561e-07,0.83333
0.034092,0.83333
0.030595,0.625
6.9055e-07,0.83333
0.034091,0.70833
0.011364,0.75
0.031251,0.625
0.011364,0.83333
0.02098,0.75
0.015626,0.70833
0.011364,0.75
0.032343,0.83333
6.2496e-07,0.83333
5.9738e-07,0.91667
0.011364,0.75
0.034092,0.83333
0.02098,0.625
0.032343,0.75
0.095695,0.75
0.032343,0.83333
0.034091,0.75
6.6928e-07,0.70833
